district,area,perch,bedrooms,bathrooms,kitchen_area_sqft,parking_spots,has_garden,has_ac,water_supply,electricity,floors,year_built,price_lkr
Nuwara Eliya,Nuwara Eliya Central,12,4,3,167,1,TRUE,TRUE,Well,Single phase,1,2025,35667971
Ampara,Ampara Central,14,6,5,120,3,TRUE,TRUE,Pipe-borne,Three phase,1,1987,13779306
Mannar,Mannar Central,2,3,3,49,1,TRUE,FALSE,Pipe-borne,Three phase,1,2021,3247084
Vavuniya,Vavuniya Central,2,4,3,35,0,FALSE,FALSE,Well,Single phase,2,2022,3101847
Trincomalee,Nilaveli,8,2,1,78,0,TRUE,FALSE,Well,Three phase,1,2020,11177423
Jaffna,Chunnakam,13,6,5,120,1,TRUE,TRUE,Well,Three phase,1,2001,18120680
Vavuniya,Vavuniya Central,8,3,2,87,0,FALSE,FALSE,Both,Single phase,2,2019,11033416
Matara,Nupe,8,4,3,87,0,TRUE,FALSE,Pipe-borne,Three phase,1,2017,9634504
Batticaloa,Kallady,7,2,1,96,1,FALSE,TRUE,Well,Three phase,2,2008,12032593
Mullaitivu,Mullaitivu Central,19,7,5,185,1,TRUE,TRUE,Well,Three phase,2,1988,17478405
Mullaitivu,Mullaitivu Central,14,5,4,123,2,TRUE,FALSE,Both,Three phase,1,2015,8936431
Kurunegala,Pannala,15,7,5,155,1,TRUE,TRUE,Well,Single phase,1,1998,20377098
Trincomalee,China Bay,18,7,5,128,3,FALSE,FALSE,Well,Three phase,2,2005,19669293
Badulla,Hali Ela,10,4,3,108,0,FALSE,FALSE,Both,Three phase,2,2001,10646904
Polonnaruwa,Polonnaruwa Central,12,3,3,142,1,TRUE,TRUE,Both,Single phase,1,2013,15435072
Anuradhapura,Madawachchiya,5,3,2,68,0,FALSE,TRUE,Pipe-borne,Single phase,1,2006,7325722
Kurunegala,Pannala,5,2,1,45,0,TRUE,FALSE,Well,Three phase,1,2014,4856563
Nuwara Eliya,Nuwara Eliya Central,11,7,5,135,0,FALSE,TRUE,Pipe-borne,Single phase,1,2005,24327993
Matara,Akurugoda,2,3,2,35,0,TRUE,TRUE,Well,Single phase,2,2025,4584140
Kalutara,Wadduwa,3,2,1,35,3,TRUE,TRUE,Both,Three phase,1,2013,7337824
Colombo,Kollupitiya,5,3,2,35,0,TRUE,TRUE,Pipe-borne,Three phase,1,1990,14784712
Kegalle,Kegalle Central,15,4,3,212,2,FALSE,FALSE,Both,Three phase,3,2017,23240008
Kilinochchi,Kilinochchi Central,23,7,5,250,2,FALSE,FALSE,Both,Three phase,2,1999,25851962
Kegalle,Kegalle Central,22,7,5,229,2,FALSE,TRUE,Pipe-borne,Single phase,2,2018,28260676
Mannar,Mannar Central,2,1,1,35,1,FALSE,TRUE,Pipe-borne,Three phase,2,1991,2670942
Ratnapura,Pelmadulla,3,1,1,48,0,FALSE,FALSE,Pipe-borne,Single phase,1,1994,3591838
Galle,Karapitiya,16,3,2,132,1,TRUE,TRUE,Well,Three phase,1,1998,17996110
Mannar,Mannar Central,8,4,4,53,1,TRUE,FALSE,Well,Three phase,1,2015,7439172
Jaffna,Nallur,11,4,4,122,0,FALSE,TRUE,Well,Three phase,1,2005,18844603
Matale,Matale Central,3,3,2,35,1,FALSE,FALSE,Pipe-borne,Three phase,1,2007,4364193
Jaffna,Jaffna Town,25,7,5,219,2,TRUE,TRUE,Well,Single phase,2,2008,34146304
Hambantota,Hambantota Town,29,6,5,250,1,TRUE,TRUE,Both,Single phase,2,2004,35982155
Nuwara Eliya,Nuwara Eliya Central,9,5,4,142,0,FALSE,TRUE,Pipe-borne,Single phase,2,2020,29312013
Hambantota,Ambalantota,8,5,4,80,0,FALSE,TRUE,Well,Single phase,1,1991,9158783
Mullaitivu,Mullaitivu Central,15,7,5,177,2,TRUE,FALSE,Pipe-borne,Three phase,2,1998,11578708
Monaragala,Monaragala Central,2,2,2,59,0,TRUE,FALSE,Pipe-borne,Single phase,1,2025,2322031
Kegalle,Kegalle Central,2,1,1,35,1,TRUE,FALSE,Both,Single phase,1,2010,4410572
Kurunegala,Kurunegala Town,6,2,2,38,1,TRUE,FALSE,Both,Three phase,1,2001,6176806
Matale,Matale Central,11,4,4,126,0,FALSE,FALSE,Both,Three phase,2,1994,15659307
Kurunegala,Pannala,13,6,5,156,1,FALSE,FALSE,Well,Three phase,1,2020,15833931
Hambantota,Ambalantota,27,6,5,250,1,FALSE,FALSE,Pipe-borne,Three phase,2,2002,31589020
Hambantota,Ambalantota,11,3,2,58,0,FALSE,FALSE,Both,Three phase,1,2022,10004145
Kandy,Gatambe,9,3,3,120,1,TRUE,TRUE,Well,Single phase,1,2017,22318993
Trincomalee,Nilaveli,9,2,2,67,0,TRUE,FALSE,Both,Single phase,2,2024,11566711
Batticaloa,Eravur,9,1,1,56,0,FALSE,FALSE,Both,Three phase,1,1998,7646701
Badulla,Bandarawela,14,4,4,129,1,FALSE,FALSE,Well,Three phase,1,2024,18409385
Kandy,Kandy City,5,2,1,42,1,TRUE,TRUE,Both,Single phase,2,2020,9504033
Monaragala,Monaragala Central,5,3,3,84,0,FALSE,FALSE,Pipe-borne,Single phase,2,2021,3459045
Mannar,Mannar Central,10,3,2,98,1,TRUE,TRUE,Both,Single phase,1,2005,11028597
Colombo,Dehiwala,18,7,5,159,1,TRUE,TRUE,Both,Single phase,1,2001,47053833
Matale,Matale Central,18,4,4,178,2,TRUE,FALSE,Pipe-borne,Three phase,2,2015,23249899
Galle,Galle Fort,10,5,4,67,0,FALSE,TRUE,Both,Three phase,1,1996,12433973
Puttalam,Puttalam Central,13,5,5,195,1,FALSE,FALSE,Well,Three phase,2,2005,18941774
Polonnaruwa,Polonnaruwa Central,8,4,4,89,0,TRUE,TRUE,Well,Single phase,1,2017,11305988
Kandy,Katugastota,10,4,4,71,0,TRUE,TRUE,Pipe-borne,Three phase,1,2010,13381987
Matale,Matale Central,3,3,2,61,1,FALSE,TRUE,Both,Single phase,1,2015,5125605
Polonnaruwa,Polonnaruwa Central,19,6,5,136,2,TRUE,FALSE,Both,Three phase,1,1998,14563365
Mannar,Mannar Central,23,6,5,162,1,TRUE,FALSE,Both,Three phase,1,2025,16541819
Badulla,Badulla Town,14,5,4,127,1,TRUE,FALSE,Well,Single phase,2,1994,14452111
Polonnaruwa,Polonnaruwa Central,9,2,1,52,0,FALSE,TRUE,Both,Single phase,1,2013,6719479
Anuradhapura,Madawachchiya,26,6,5,250,1,TRUE,TRUE,Pipe-borne,Three phase,2,1993,34879078
Monaragala,Monaragala Central,7,2,2,49,1,TRUE,FALSE,Well,Single phase,2,1999,6146623
Mullaitivu,Mullaitivu Central,2,2,2,35,1,FALSE,FALSE,Pipe-borne,Single phase,1,2001,2695336
Vavuniya,Vavuniya Central,2,3,3,39,2,FALSE,TRUE,Both,Three phase,2,1990,3743130
Trincomalee,Uppuveli,4,1,1,35,1,FALSE,FALSE,Pipe-borne,Single phase,1,2003,4421520
Nuwara Eliya,Nuwara Eliya Central,9,3,2,129,1,FALSE,TRUE,Well,Single phase,2,2023,28635320
Kandy,Katugastota,11,3,2,107,1,TRUE,TRUE,Pipe-borne,Single phase,1,2001,23710394
Badulla,Hali Ela,16,6,5,101,2,FALSE,TRUE,Well,Single phase,1,2017,15156212
Badulla,Hali Ela,27,5,4,250,3,TRUE,FALSE,Both,Three phase,3,2016,46420018
Hambantota,Tangalle,7,2,1,70,2,TRUE,TRUE,Pipe-borne,Three phase,2,2016,10600224
Matale,Matale Central,13,5,4,182,1,TRUE,FALSE,Well,Single phase,1,1994,18629060
Nuwara Eliya,Nuwara Eliya Central,12,5,5,133,2,FALSE,TRUE,Both,Three phase,1,2013,28746474
Matale,Matale Central,8,2,2,82,1,TRUE,FALSE,Both,Single phase,2,2009,8680499
Badulla,Hali Ela,9,3,2,39,0,TRUE,FALSE,Well,Single phase,1,2020,8482950
Mannar,Mannar Central,14,5,4,145,2,TRUE,FALSE,Well,Three phase,1,1999,15107013
Mannar,Mannar Central,14,6,5,164,1,TRUE,TRUE,Well,Three phase,2,1986,13846098
Kalutara,Panadura,7,3,2,81,0,TRUE,FALSE,Pipe-borne,Three phase,1,2024,9217702
Ampara,Ampara Central,9,4,3,98,1,FALSE,FALSE,Well,Single phase,1,2019,13409797
Badulla,Bandarawela,12,7,5,142,1,TRUE,FALSE,Both,Three phase,2,2004,14570644
Polonnaruwa,Polonnaruwa Central,8,3,2,110,1,TRUE,TRUE,Both,Single phase,1,2008,8723164
Kegalle,Kegalle Central,21,6,5,250,1,TRUE,FALSE,Both,Single phase,2,2000,30169146
Jaffna,Jaffna Town,18,5,4,247,1,FALSE,TRUE,Both,Three phase,2,2000,29793657
Mannar,Mannar Central,3,4,3,36,0,TRUE,FALSE,Both,Three phase,2,2004,2705677
Gampaha,Ragama,8,5,5,93,0,FALSE,TRUE,Both,Single phase,2,2005,14376473
Polonnaruwa,Polonnaruwa Central,8,2,2,58,1,TRUE,FALSE,Pipe-borne,Three phase,2,2013,10331268
Kalutara,Wadduwa,6,2,1,81,0,FALSE,FALSE,Pipe-borne,Single phase,1,2010,9553886
Badulla,Badulla Town,7,3,3,66,2,FALSE,FALSE,Pipe-borne,Single phase,2,2003,7234027
Kilinochchi,Kilinochchi Central,4,5,4,46,1,TRUE,FALSE,Pipe-borne,Single phase,1,1997,4665199
Ampara,Ampara Central,2,1,1,38,1,TRUE,TRUE,Well,Three phase,2,2004,4279566
Mullaitivu,Mullaitivu Central,8,5,5,77,1,TRUE,TRUE,Well,Three phase,2,2022,7809628
Matale,Matale Central,16,7,5,116,1,TRUE,TRUE,Well,Single phase,1,2011,16705632
Matara,Nupe,2,1,1,35,0,TRUE,FALSE,Both,Three phase,2,2007,3598912
Kurunegala,Polgahawela,8,3,2,96,1,TRUE,FALSE,Both,Three phase,2,2014,12063769
Kalutara,Kalutara North,11,4,3,93,1,TRUE,TRUE,Pipe-borne,Single phase,1,1997,17809783
Anuradhapura,New Town,25,7,5,249,3,TRUE,FALSE,Both,Three phase,3,1987,32975138
Kegalle,Kegalle Central,16,7,5,184,1,FALSE,TRUE,Pipe-borne,Three phase,2,1992,18397437
Kurunegala,Polgahawela,8,1,1,75,1,TRUE,TRUE,Both,Single phase,1,2011,11539356
Badulla,Hali Ela,6,2,2,77,1,TRUE,FALSE,Both,Three phase,2,2016,7019897
Kandy,Tennekumbura,4,1,1,48,1,FALSE,FALSE,Pipe-borne,Three phase,1,1992,6906586
Galle,Galle Fort,9,3,3,80,0,TRUE,TRUE,Both,Three phase,1,2014,13402217
Matara,Matara Town,12,4,4,112,0,FALSE,FALSE,Well,Single phase,1,2005,10728574
Kalutara,Wadduwa,4,2,1,41,3,FALSE,FALSE,Pipe-borne,Three phase,1,2020,6632342
Hambantota,Tangalle,5,2,1,52,0,FALSE,TRUE,Pipe-borne,Three phase,1,1999,5391788
Colombo,Borella,17,4,3,141,2,TRUE,FALSE,Pipe-borne,Three phase,2,2023,41605528
Jaffna,Chunnakam,23,5,5,250,1,FALSE,TRUE,Pipe-borne,Three phase,3,2011,38647845
Jaffna,Jaffna Town,15,6,5,155,1,TRUE,TRUE,Pipe-borne,Single phase,2,2022,25449391
Galle,Unawatuna,7,3,3,81,0,TRUE,TRUE,Pipe-borne,Single phase,1,2003,13659545
Kilinochchi,Kilinochchi Central,12,5,4,110,1,FALSE,TRUE,Well,Three phase,1,2006,10455737
Monaragala,Monaragala Central,11,6,5,152,1,FALSE,TRUE,Well,Three phase,2,2014,12609846
Puttalam,Puttalam Central,16,7,5,140,2,TRUE,FALSE,Pipe-borne,Three phase,2,2010,19681728
Kandy,Tennekumbura,18,6,5,218,1,FALSE,TRUE,Well,Three phase,2,2015,38706687
Kilinochchi,Kilinochchi Central,5,1,1,35,0,TRUE,FALSE,Pipe-borne,Three phase,2,1986,4361098
Colombo,Dehiwala,20,7,5,161,2,FALSE,TRUE,Well,Single phase,1,2014,56425793
Nuwara Eliya,Nuwara Eliya Central,7,3,3,90,1,FALSE,TRUE,Well,Three phase,1,2010,16768273
Matara,Matara Town,24,7,5,250,1,FALSE,FALSE,Both,Three phase,2,2002,36267845
Anuradhapura,Madawachchiya,15,6,5,106,3,FALSE,FALSE,Pipe-borne,Three phase,1,1994,16325348
Jaffna,Jaffna Town,4,1,1,59,0,TRUE,TRUE,Well,Three phase,1,2018,5898788
Kegalle,Kegalle Central,3,2,1,35,1,FALSE,TRUE,Pipe-borne,Single phase,2,1994,4997289
Monaragala,Monaragala Central,3,3,3,38,1,FALSE,FALSE,Pipe-borne,Single phase,1,2013,3931838
Puttalam,Puttalam Central,20,4,4,242,1,TRUE,FALSE,Well,Three phase,2,2002,24561153
Puttalam,Puttalam Central,2,3,3,35,0,TRUE,TRUE,Both,Three phase,1,2000,4491284
Hambantota,Hambantota Town,9,3,3,120,3,FALSE,TRUE,Both,Single phase,2,2022,13995165
Matara,Matara Town,2,1,1,35,1,FALSE,FALSE,Both,Three phase,1,2021,4208100
Anuradhapura,Madawachchiya,23,6,5,148,3,FALSE,FALSE,Well,Three phase,1,2008,22523416
Matara,Weligama,9,3,3,82,0,FALSE,FALSE,Well,Three phase,1,1995,11652620
Gampaha,Gampaha Town,2,2,1,54,2,TRUE,TRUE,Pipe-borne,Single phase,1,2014,6852874
Kilinochchi,Kilinochchi Central,16,6,5,134,1,TRUE,TRUE,Both,Three phase,1,2011,11356492
Jaffna,Jaffna Town,2,3,3,49,1,TRUE,FALSE,Pipe-borne,Single phase,1,2003,3335640
Gampaha,Ja-Ela,13,5,5,106,1,FALSE,FALSE,Pipe-borne,Three phase,1,2015,16729460
Mullaitivu,Mullaitivu Central,4,4,3,47,1,FALSE,FALSE,Well,Single phase,1,2002,2482901
Anuradhapura,New Town,10,6,5,132,0,FALSE,TRUE,Well,Single phase,2,1987,14495967
Mannar,Mannar Central,10,4,3,137,1,TRUE,FALSE,Well,Single phase,1,1998,10082184
Batticaloa,Eravur,13,6,5,150,1,FALSE,TRUE,Pipe-borne,Three phase,2,2017,16796702
Kilinochchi,Kilinochchi Central,30,4,3,250,2,FALSE,TRUE,Pipe-borne,Single phase,2,1997,26486405
Mullaitivu,Mullaitivu Central,5,3,2,66,1,FALSE,TRUE,Both,Single phase,1,2001,5356575
Hambantota,Ambalantota,9,3,3,35,1,FALSE,FALSE,Pipe-borne,Single phase,1,1987,8535974
Monaragala,Monaragala Central,6,4,4,93,0,TRUE,FALSE,Well,Single phase,1,2025,7075154
Matara,Akurugoda,2,2,2,36,0,TRUE,TRUE,Well,Three phase,1,1987,3238559
Galle,Unawatuna,3,2,1,65,0,TRUE,FALSE,Both,Single phase,2,2002,4949285
Matara,Weligama,6,3,2,54,1,FALSE,FALSE,Pipe-borne,Single phase,2,2022,10508743
Mullaitivu,Mullaitivu Central,24,7,5,250,1,TRUE,FALSE,Well,Three phase,2,2021,24738211
Badulla,Bandarawela,7,4,4,108,0,TRUE,TRUE,Pipe-borne,Three phase,2,2004,11767871
Colombo,Borella,32,7,5,250,1,FALSE,TRUE,Both,Three phase,3,2003,109240324
Monaragala,Monaragala Central,13,5,5,104,1,TRUE,FALSE,Pipe-borne,Three phase,1,2010,9966006
Gampaha,Ja-Ela,37,7,5,250,1,TRUE,TRUE,Both,Single phase,2,2016,66348749
Badulla,Bandarawela,9,2,1,117,1,TRUE,TRUE,Pipe-borne,Single phase,1,1986,11369818
Hambantota,Hambantota Town,9,2,2,39,3,FALSE,TRUE,Pipe-borne,Single phase,1,2025,11649639
Gampaha,Ja-Ela,18,7,5,227,1,FALSE,FALSE,Pipe-borne,Single phase,3,2007,31238881
Nuwara Eliya,Nuwara Eliya Central,17,6,5,100,2,FALSE,TRUE,Pipe-borne,Single phase,1,2007,36281300
Kegalle,Kegalle Central,18,6,5,218,2,FALSE,FALSE,Well,Single phase,2,1994,24862995
Matale,Matale Central,18,7,5,171,1,FALSE,TRUE,Well,Single phase,2,2009,25373957
Colombo,Dehiwala,3,2,2,41,0,TRUE,TRUE,Both,Single phase,1,1988,9150789
Galle,Galle Fort,12,4,3,124,3,FALSE,TRUE,Well,Single phase,1,2004,17464827
Mullaitivu,Mullaitivu Central,4,2,1,35,2,TRUE,TRUE,Both,Single phase,2,1987,3135200
Mullaitivu,Mullaitivu Central,6,3,2,58,1,TRUE,FALSE,Well,Three phase,2,2000,5406962
Matale,Matale Central,2,1,1,35,0,TRUE,FALSE,Pipe-borne,Three phase,1,2023,3524701
Ratnapura,Ratnapura Town,5,4,3,81,3,FALSE,FALSE,Both,Three phase,2,1997,7238546
Gampaha,Negombo,3,1,1,35,1,TRUE,FALSE,Well,Single phase,1,2006,6208627
Puttalam,Puttalam Central,9,3,2,59,1,TRUE,FALSE,Well,Single phase,2,1987,5994294
Galle,Karapitiya,15,6,5,136,1,FALSE,TRUE,Well,Single phase,1,1998,22558902
Kurunegala,Pannala,23,7,5,250,2,TRUE,TRUE,Both,Single phase,2,2010,31409869
Batticaloa,Batticaloa Town,3,1,1,45,1,TRUE,TRUE,Well,Single phase,1,2003,5174371
Gampaha,Ragama,12,3,2,63,0,FALSE,FALSE,Both,Three phase,1,1986,12941359
Badulla,Hali Ela,8,3,3,110,0,TRUE,FALSE,Well,Three phase,2,1987,10814657
Polonnaruwa,Polonnaruwa Central,19,6,5,222,1,TRUE,FALSE,Pipe-borne,Three phase,3,1986,21002216
Anuradhapura,Madawachchiya,5,2,1,35,1,FALSE,TRUE,Well,Three phase,1,1998,4072009
Vavuniya,Vavuniya Central,7,3,3,77,0,FALSE,FALSE,Well,Three phase,2,2009,8436265
Badulla,Bandarawela,5,2,1,55,1,TRUE,FALSE,Pipe-borne,Single phase,2,1992,6630765
Matale,Matale Central,8,3,2,91,3,TRUE,FALSE,Both,Three phase,1,2014,11580569
Vavuniya,Vavuniya Central,27,5,5,250,1,FALSE,TRUE,Both,Single phase,3,1988,36937924
Ampara,Ampara Central,31,5,5,250,1,FALSE,FALSE,Pipe-borne,Single phase,3,2018,31382128
Kandy,Katugastota,22,7,5,147,3,TRUE,TRUE,Well,Single phase,1,1989,29704489
Batticaloa,Batticaloa Town,4,1,1,39,2,TRUE,FALSE,Both,Three phase,1,2011,3903745
Kurunegala,Polgahawela,11,4,3,136,0,FALSE,TRUE,Both,Single phase,2,1987,15271227
Kalutara,Beruwala,7,4,4,81,1,FALSE,FALSE,Pipe-borne,Three phase,2,2004,12087619
Gampaha,Gampaha Town,3,2,2,58,3,FALSE,FALSE,Both,Single phase,2,1988,6193050
Kandy,Tennekumbura,13,4,3,139,1,FALSE,TRUE,Both,Three phase,2,2009,28736952
Mannar,Mannar Central,12,4,3,97,2,TRUE,TRUE,Both,Single phase,1,2017,13016827
Kandy,Katugastota,6,2,1,56,3,TRUE,FALSE,Pipe-borne,Three phase,1,2016,17141291
Hambantota,Hambantota Town,7,2,1,66,1,FALSE,TRUE,Pipe-borne,Single phase,2,1998,7209513
Colombo,Kollupitiya,7,2,1,49,0,TRUE,TRUE,Well,Single phase,2,2013,20387425
Vavuniya,Vavuniya Central,19,5,4,145,3,FALSE,TRUE,Pipe-borne,Three phase,1,1990,19393167
Polonnaruwa,Polonnaruwa Central,2,4,3,38,0,TRUE,FALSE,Well,Single phase,1,1987,3138796
Ratnapura,Ratnapura Town,17,6,5,147,1,FALSE,FALSE,Well,Single phase,1,1997,16264774
Jaffna,Chunnakam,8,3,3,93,3,FALSE,FALSE,Well,Three phase,1,1989,14172546
Trincomalee,Nilaveli,8,2,1,104,1,FALSE,TRUE,Both,Three phase,1,2008,11150915
Hambantota,Tangalle,6,3,3,59,0,TRUE,FALSE,Well,Single phase,1,2006,5697766
Anuradhapura,Madawachchiya,2,4,3,35,0,TRUE,TRUE,Both,Three phase,2,2024,4735015
Anuradhapura,Nuwaragam Palatha,3,2,1,35,3,TRUE,TRUE,Both,Three phase,2,2004,5189987
Hambantota,Ambalantota,14,4,3,189,1,TRUE,TRUE,Well,Three phase,3,2000,18074698
Polonnaruwa,Polonnaruwa Central,39,6,5,250,1,FALSE,FALSE,Both,Three phase,3,2004,36752726
Matara,Akurugoda,10,3,2,128,1,FALSE,TRUE,Pipe-borne,Three phase,1,2007,18205069
Nuwara Eliya,Nuwara Eliya Central,23,4,3,250,2,TRUE,TRUE,Both,Single phase,3,2015,66742469
Mullaitivu,Mullaitivu Central,4,1,1,46,1,FALSE,FALSE,Pipe-borne,Single phase,1,1990,3376570
Anuradhapura,New Town,20,4,4,163,2,TRUE,TRUE,Pipe-borne,Single phase,1,1997,20942073
Puttalam,Puttalam Central,2,3,2,35,0,TRUE,FALSE,Pipe-borne,Three phase,2,2003,3408785
Gampaha,Ja-Ela,25,6,5,250,1,TRUE,FALSE,Pipe-borne,Three phase,2,1989,52672861
Mullaitivu,Mullaitivu Central,22,6,5,250,2,TRUE,FALSE,Both,Single phase,2,2021,27906566
Mullaitivu,Mullaitivu Central,10,4,4,94,0,TRUE,TRUE,Both,Three phase,1,2021,8606612
Kegalle,Kegalle Central,7,3,2,85,3,FALSE,FALSE,Pipe-borne,Single phase,1,2019,10334888
Badulla,Bandarawela,15,5,4,176,2,TRUE,TRUE,Well,Three phase,2,1987,21284214
Galle,Hikkaduwa,8,1,1,87,0,TRUE,TRUE,Well,Single phase,1,1999,13465184
Hambantota,Ambalantota,6,3,2,35,1,TRUE,TRUE,Well,Single phase,2,1992,5448603
Polonnaruwa,Polonnaruwa Central,2,1,1,48,1,FALSE,FALSE,Well,Single phase,1,1997,3452828
Kalutara,Wadduwa,4,1,1,35,0,TRUE,FALSE,Both,Single phase,2,2000,5835557
Mannar,Mannar Central,7,2,1,65,0,TRUE,FALSE,Both,Three phase,1,1995,5755381
Ampara,Ampara Central,3,2,2,41,0,TRUE,TRUE,Well,Single phase,1,1991,4112488
Kandy,Tennekumbura,15,7,5,170,1,FALSE,FALSE,Both,Single phase,2,1998,25564975
Jaffna,Chunnakam,27,7,5,250,1,TRUE,TRUE,Both,Single phase,2,2023,46761649
Vavuniya,Vavuniya Central,23,5,5,201,3,FALSE,FALSE,Both,Three phase,2,2020,28845577
Polonnaruwa,Polonnaruwa Central,31,6,5,216,1,FALSE,FALSE,Pipe-borne,Three phase,2,2012,24828322
Vavuniya,Vavuniya Central,2,1,1,50,1,TRUE,FALSE,Pipe-borne,Three phase,2,2015,3624618
Kandy,Tennekumbura,14,6,5,175,1,FALSE,TRUE,Well,Single phase,2,1991,28619742
Badulla,Badulla Town,21,5,4,250,3,FALSE,FALSE,Well,Three phase,3,2011,31352988
Nuwara Eliya,Nuwara Eliya Central,19,6,5,184,2,FALSE,TRUE,Well,Three phase,2,1991,47872704
Kalutara,Panadura,16,7,5,139,2,TRUE,FALSE,Both,Three phase,1,2023,21507285
Galle,Galle Fort,32,5,4,250,1,TRUE,FALSE,Pipe-borne,Single phase,2,2001,56393386
Ampara,Ampara Central,7,3,2,118,0,TRUE,TRUE,Pipe-borne,Three phase,1,2001,8393190
Monaragala,Monaragala Central,21,7,5,250,1,FALSE,FALSE,Both,Single phase,3,2015,23992079
Ratnapura,Pelmadulla,39,6,5,250,2,TRUE,FALSE,Well,Three phase,2,1997,43523742
Mullaitivu,Mullaitivu Central,2,2,1,36,1,FALSE,FALSE,Both,Single phase,1,1997,2339216
Colombo,Borella,2,3,3,35,0,TRUE,TRUE,Well,Single phase,2,2019,11378684
Kilinochchi,Kilinochchi Central,5,2,2,46,3,TRUE,TRUE,Well,Single phase,2,2017,6498050
Kilinochchi,Kilinochchi Central,8,4,4,117,1,FALSE,TRUE,Well,Three phase,1,2010,9604338
Trincomalee,Uppuveli,5,2,1,55,2,TRUE,FALSE,Well,Three phase,1,2020,5553508
Monaragala,Monaragala Central,8,4,4,70,0,FALSE,FALSE,Both,Single phase,1,1991,6184771
Kegalle,Kegalle Central,13,6,5,103,1,FALSE,FALSE,Pipe-borne,Three phase,1,1993,13440109
Batticaloa,Eravur,6,3,3,46,1,TRUE,FALSE,Well,Single phase,1,1990,6655232
Galle,Unawatuna,13,4,3,142,2,TRUE,TRUE,Well,Single phase,1,2004,26179104
Mullaitivu,Mullaitivu Central,5,1,1,75,1,TRUE,TRUE,Both,Single phase,2,2013,4853469
Kurunegala,Polgahawela,19,5,4,165,2,TRUE,TRUE,Pipe-borne,Single phase,1,2006,18498407
Mullaitivu,Mullaitivu Central,19,6,5,163,2,FALSE,FALSE,Well,Single phase,2,2005,15991935
Galle,Hikkaduwa,12,3,2,135,1,TRUE,FALSE,Well,Single phase,1,1993,15502261
Monaragala,Monaragala Central,34,5,4,250,1,TRUE,TRUE,Both,Single phase,2,2012,32255489
Nuwara Eliya,Nuwara Eliya Central,15,7,5,133,3,FALSE,TRUE,Both,Single phase,1,2012,30759128
Ampara,Ampara Central,19,6,5,167,2,TRUE,FALSE,Both,Single phase,2,2000,16888014
Ampara,Ampara Central,6,3,2,83,1,FALSE,FALSE,Both,Single phase,2,2014,8000841
Kegalle,Kegalle Central,16,5,4,203,2,FALSE,FALSE,Well,Single phase,2,1995,18824243
Kurunegala,Kurunegala Town,6,4,3,49,1,FALSE,FALSE,Pipe-borne,Single phase,1,1995,4849751
Anuradhapura,New Town,26,7,5,250,2,FALSE,TRUE,Pipe-borne,Three phase,3,1997,28495313
Batticaloa,Batticaloa Town,2,2,1,35,0,FALSE,FALSE,Pipe-borne,Three phase,2,1985,3791653
Kurunegala,Melsiripura,17,6,5,220,1,FALSE,FALSE,Pipe-borne,Three phase,2,2008,21559037
Ampara,Ampara Central,17,4,4,250,1,FALSE,TRUE,Well,Single phase,3,1993,21457447
Vavuniya,Vavuniya Central,6,3,2,68,1,FALSE,FALSE,Pipe-borne,Three phase,1,1998,6040681
Anuradhapura,Nuwaragam Palatha,25,7,5,204,2,FALSE,TRUE,Well,Single phase,2,2016,29287353
Batticaloa,Kallady,13,4,4,153,2,TRUE,FALSE,Both,Single phase,1,2023,15552963
Kilinochchi,Kilinochchi Central,11,5,4,111,0,FALSE,FALSE,Both,Three phase,2,1991,7302890
Polonnaruwa,Polonnaruwa Central,5,2,2,49,1,FALSE,TRUE,Both,Three phase,1,1997,4016065
Puttalam,Puttalam Central,17,6,5,133,1,TRUE,FALSE,Both,Three phase,1,1989,18037246
Kegalle,Kegalle Central,12,6,5,137,1,FALSE,TRUE,Pipe-borne,Single phase,1,1994,14068739
Puttalam,Puttalam Central,16,7,5,198,2,TRUE,FALSE,Both,Single phase,2,2020,18757087
Anuradhapura,Nuwaragam Palatha,14,5,5,210,2,TRUE,FALSE,Both,Three phase,2,2000,20003063
Kurunegala,Pannala,7,4,3,84,0,FALSE,TRUE,Both,Three phase,1,2023,12517669
Hambantota,Hambantota Town,13,6,5,117,2,FALSE,TRUE,Well,Three phase,1,2006,12723261
Mullaitivu,Mullaitivu Central,5,2,2,47,2,FALSE,TRUE,Pipe-borne,Three phase,1,2005,3687577
Vavuniya,Vavuniya Central,20,5,4,149,1,FALSE,FALSE,Pipe-borne,Single phase,1,1993,13332400
Jaffna,Chunnakam,6,2,1,47,2,TRUE,TRUE,Both,Single phase,1,2016,13228757
Polonnaruwa,Polonnaruwa Central,4,1,1,50,0,TRUE,TRUE,Pipe-borne,Single phase,1,1990,4088210
Gampaha,Ja-Ela,6,2,1,76,0,FALSE,FALSE,Pipe-borne,Single phase,1,1992,11919316
Vavuniya,Vavuniya Central,3,1,1,49,0,TRUE,FALSE,Well,Single phase,2,1986,3743809
Nuwara Eliya,Nuwara Eliya Central,6,3,2,42,2,FALSE,FALSE,Pipe-borne,Three phase,1,2005,12786348
Kandy,Katugastota,9,3,2,55,2,FALSE,TRUE,Both,Single phase,2,2000,12510122
Gampaha,Ragama,19,4,3,250,1,TRUE,FALSE,Both,Single phase,2,2003,42401210
Anuradhapura,Madawachchiya,7,3,2,35,2,TRUE,TRUE,Both,Single phase,1,2009,7507512
